StockCode,Description,Revenue,Quantity,Orders,Customers,Avg_Price
22921,HERB MARKER CHIVES,1226.72,1771,220,121,0.8519004524886878
22922,FRIDGE MAGNETS US DINER ASSORTED,1789.1999999999998,2073,113,82,1.6745132743362832
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1314.8899999999999,1583,90,70,1.0913333333333333
22924,FRIDGE MAGNETS LA VIE EN ROSE,1323.4199999999998,1500,95,69,1.4349999999999998
22925,BLUE GIANT GARDEN THERMOMETER,2989.52,488,191,130,6.48421875
22926,IVORY GIANT GARDEN THERMOMETER,4150.31,680,216,152,6.306635944700461
22927,GREEN GIANT GARDEN THERMOMETER,2948.57,468,162,101,6.695493827160495
22928,YELLOW GIANT GARDEN THERMOMETER,2041.3500000000001,296,118,64,7.738050847457627
22929,SCHOOL DESK AND CHAIR,1459.75,23,17,17,64.17058823529412
22930,BAKING MOULD HEART MILK CHOCOLATE,2846.8,1108,189,120,3.073350785340314
22931,BAKING MOULD HEART WHITE CHOCOLATE,1963.3,813,129,95,2.8299999999999996
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,2000.88,884,72,51,2.708472222222222
22933,BAKING MOULD EASTER EGG MILK CHOC,2585.92,940,122,82,3.48869918699187
22934,BAKING MOULD EASTER EGG WHITE CHOC,1707.47,589,78,65,3.2253846153846157
22935,BAKING MOULD ROSE MILK CHOCOLATE,2066.82,690,65,46,3.8047692307692307
22936,BAKING MOULD ROSE WHITE CHOCOLATE,895.97,279,50,30,4.326153846153846
22937,BAKING MOULD CHOCOLATE CUPCAKES,2563.2400000000002,972,160,122,2.9215853658536584
22938,CUPCAKE LACE PAPER SET 6,6891.249999999999,3687,273,237,2.076981818181818
22939,APRON APPLE DELIGHT,3502.54,700,181,109,5.883149171270718
22940,FELTCRAFT CHRISTMAS FAIRY,15282.81,3491,586,392,4.533444816053512
22941,CHRISTMAS LIGHTS 10 REINDEER,21727.58,2615,483,315,9.705392561983471
22942,CHRISTMAS LIGHTS 10 SANTAS,9466.41,1221,246,176,8.545263157894736
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,11696.64,2381,356,215,5.995530726256984
22944,CHRISTMAS METAL POSTCARD WITH BELLS,3577.9900000000002,4870,158,89,1.3859509202453988
22945,CHRISTMAS METAL TAGS ASSORTED,7365.7,7641,338,244,2.2110693641618497
22946,WOODEN ADVENT CALENDAR CREAM,15060.57,976,275,152,18.37695652173913
22947,WOODEN ADVENT CALENDAR RED,12704.15,1011,209,124,14.754761904761905
22948,METAL DECORATION NAUGHTY CHILDREN,2164.69,2155,180,93,1.8312903225806452
22949,36 DOILIES DOLLY GIRL,2858.19,2010,177,130,1.737231638418079
22950,36 DOILIES VINTAGE CHRISTMAS,11452.64,8333,352,256,1.5710393258426965
22951,72 CAKE CASES DOLLY GIRL DESIGN,5785.97,10993,634,345,0.6723017107309487
22952,72 CAKE CASES VINTAGE CHRISTMAS,19240.05,32988,1144,570,0.7211177474402731
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,948.55,760,119,76,1.3815833333333332
22954,HEN PARTY CORDON BARRIER TAPE,293.89,238,50,28,1.3878
22955,36 FOIL STAR CAKE CASES,2885.26,1448,185,131,2.2595312499999998
22956,36 FOIL HEART CAKE CASES,4878.900000000001,2494,256,189,2.200530303030303
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,5014.650000000001,1775,214,179,3.115555555555556
22959,WRAP CHRISTMAS VILLAGE,3981.96,9738,284,251,0.4181052631578947
22960,JAM MAKING SET WITH JARS,38380.11,9019,1159,583,5.059025862068966
22961,JAM MAKING SET PRINTED,26888.43,17252,1200,558,1.8915876974231087
22962,JAM JAR WITH PINK LID,3640.93,4366,354,183,1.051380281690141
22963,JAM JAR WITH BLUE LID,3079.41,3696,319,170,1.071832298136646
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5768.830000000001,2761,408,228,2.513543689320388
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,3834.0400000000004,1842,260,187,2.3317175572519084
22966,GINGERBREAD MAN COOKIE CUTTER,10131.26,8219,732,422,1.440776439089692
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3271.4100000000003,1171,138,122,3.0120289855072464
22968,ROSE COTTAGE KEEPSAKE BOX,11184.82,1127,306,182,11.719281045751634
22969,HOMEMADE JAM SCENTED CANDLES,21501.989999999998,14461,709,472,1.7717207334273626
22970,LONDON BUS COFFEE MUG,10140.6,4334,317,180,2.730219435736677
22971,QUEENS GUARD COFFEE MUG,5849.29,2431,272,164,2.7821167883211677
22972,CHILDREN'S SPACEBOY MUG,3219.7400000000002,1882,243,147,1.988688524590164
22973,CHILDRENS CIRCUS PARADE MUG,2314.33,1361,155,88,2.0173076923076922
22974,CHILDRENS DOLLY GIRL MUG,2795.81,1636,211,128,2.039433962264151
22975,SPACEBOY CHILDRENS EGG CUP,1679.66,1245,193,113,1.5469743589743588
22976,CIRCUS PARADE CHILDRENS EGG CUP,1465.26,1127,149,81,1.5033999999999998
22977,DOLLY GIRL CHILDRENS EGG CUP,1313.86,999,140,101,1.4704964539007093
22978,PANTRY ROLLING PIN,9564.98,2464,238,153,4.3442436974789915
22979,PANTRY WASHING UP BRUSH,6391.82,4090,381,225,1.8184334203655352
22980,PANTRY SCRUBBING BRUSH,3910.01,2363,291,198,1.9236734693877549
22981,PANTRY APPLE CORER,704.13,471,105,58,1.8700925925925926
22982,PANTRY PASTRY BRUSH,1543.77,1154,212,120,1.6372169811320754
22983,"CARD, BILLBOARD FONT",2843.55,6695,551,264,0.5280615942028986
22984,"CARD, GINGHAM ROSE",1370.73,3349,214,115,0.4750467289719626
22985,"WRAP, BILLBOARD FONTS DESIGN",1895.24,4722,136,101,0.4188235294117647
22986,GINGHAM ROSE WRAP,2389.9,5795,204,162,0.419313725490196
22987,"WRAP , SUMMER ROSE DESIGN",105.84,252,11,10,0.42
22988,SOLDIERS EGG CUP,11238.45,9363,446,207,1.4986474501108646
22989,SET 2 PANTRY DESIGN TEA TOWELS,8999.27,2811,372,241,3.6862698412698416
22990,COTTON APRON PANTRY DESIGN,2917.43,633,164,117,5.315301204819277
22991,GIRAFFE WOODEN RULER,7604.889999999999,3887,274,185,2.273655913978495
22992,REVOLVER WOODEN RULER,10373.99,5233,348,217,2.2714044943820224
22993,SET OF 4 PANTRY JELLY MOULDS,16478.48,12649,1073,431,1.497788990825688
22994,TRAVEL CARD WALLET RETROSPOT,956.94,2194,218,89,0.5283105022831049
22995,TRAVEL CARD WALLET SUKI,1058.64,2381,266,90,0.5419402985074626
22996,TRAVEL CARD WALLET VINTAGE TICKET,2094.93,4801,408,155,0.5296385542168675
22997,TRAVEL CARD WALLET UNION JACK,1094.93,2545,222,101,0.49327354260089684
22998,TRAVEL CARD WALLET KEEP CALM,5262.82,12366,534,217,0.49730483271375464
22999,TRAVEL CARD WALLET RETRO PETALS,1252.59,2894,222,108,0.48244444444444445
23000,TRAVEL CARD WALLET TRANSPORT,1368.28,3169,278,125,0.5197132616487455
23002,TRAVEL CARD WALLET SKULLS,914.37,2119,192,85,0.5232474226804124
23003,TRAVEL CARD WALLET VINTAGE ROSE,226.2,542,53,38,0.41888888888888887
23004,TRAVEL CARD WALLET PANTRY,903.16,2002,221,73,0.6030357142857142
23005,TRAVEL CARD WALLET I LOVE LONDON,2126.55,4733,241,105,0.5217213114754098
23006,TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,173,88,0.5191907514450866
23007,SPACEBOY BABY GIFT SET,7741.749999999999,498,184,110,15.913423913043477
23008,DOLLY GIRL BABY GIFT SET,6719.61,433,133,99,16.12609022556391
23009,I LOVE LONDON BABY GIFT SET,4082.52,263,103,48,15.988252427184465
23010,CIRCUS PARADE BABY GIFT SET,4879.599999999999,315,111,73,16.296576576576577
23012,GLASS APOTHECARY BOTTLE PERFUME,4197.110000000001,1071,246,151,4.62991935483871
23013,GLASS APOTHECARY BOTTLE TONIC,3674.1600000000003,924,223,135,4.672946428571429
23014,GLASS APOTHECARY BOTTLE ELIXIR,3419.5800000000004,856,209,122,4.863838862559241
23015,CORDIAL GLASS JUG,338.38,40,18,15,8.691052631578946
23016,GLASS TWIST BON BON JAR,575.25,74,24,19,8.714583333333332
23017,APOTHECARY MEASURING JAR,826.28,67,22,20,12.759545454545453
23018,LARGE APOTHECARY MEASURING JAR,612.1600000000001,51,21,19,12.900476190476192
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,26,8.078571428571427
23020,GLASS  SONGBIRD STORAGE JAR,2191.84,180,76,67,12.99592105263158
23021,GLASS BONNE JAM JAR,500.82000000000005,120,27,24,4.441851851851852
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,22,19,2.0316666666666667
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,437.82,274,25,23,1.7651999999999999
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.8500000000001,255,11,8,3.0081818181818183
23025,DRAWER KNOB VINTAGE GLASS BALL,760.8000000000001,350,54,40,2.269814814814815
23026,DRAWER KNOB VINTAGE GLASS STAR,1198.96,556,62,43,2.3271875
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,627.95,295,30,26,2.216666666666667
23028,DRAWER KNOB CRACKLE GLAZE BLUE,2377.13,1369,137,88,1.9253623188405797
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2303.92,1352,156,97,1.8366666666666664
23031,DRAWER KNOB CRACKLE GLAZE PINK,2152.3,1278,155,93,1.827290322580645
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3853.68,2328,199,117,1.7743349753694582
23033,DRAWER KNOB CERAMIC RED,1058.8999999999999,714,74,42,1.814864864864865
23034,DRAWER KNOB CERAMIC BLACK,1448.6699999999998,979,88,57,1.6273333333333335
23035,DRAWER KNOB CERAMIC IVORY,3199.99,2191,191,110,1.6449999999999998
23036,T-LIGHT HOLDER SILVER PETIT FOUR,232.42000000000002,184,16,14,1.325625
23037,CANDLE HOLDER SILVER MADELINE,325.16,196,20,17,1.886
23038,T-LIGHT HOLDER SILVER SAUCER,42.92,44,8,4,1.3299999999999998
23039,T-LIGHT HOLDER SILVER HEART HANDLE,399.71,199,28,22,2.3906896551724137
23040,PAPER LANTERN 9 POINT SNOW STAR,1394.03,253,41,33,6.278372093023257
23041,PAPER LANTERN 9 POINT SNOW STAR,1178.48,272,54,46,4.61
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,103,28,25,7.361428571428571
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,543.51,81,23,18,7.33
23044,PAPER LANTERN 9 POINT HOLLY STAR S,423.29,101,25,24,4.309230769230769
23045,PAPER LANTERN 5 POINT STAR MOON 30,497.98,118,25,22,4.4812
23046,PAPER LANTERN 9 POINT DELUXE STAR,2111.4900000000002,349,36,31,6.809444444444445
23047,PAPER LANTERN 5 POINT SEQUIN STAR,333.5,58,25,25,5.75
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2368.37,577,99,81,4.6737254901960785
23049,RECYCLED ACAPULCO MAT RED,3896.84,456,186,103,8.921505376344086
23050,RECYCLED ACAPULCO MAT GREEN,4286.55,497,205,116,9.223268292682926
23051,RECYCLED ACAPULCO MAT BLUE,3223.49,365,162,95,9.636790123456791
23052,RECYCLED ACAPULCO MAT TURQUOISE,5949.34,654,278,147,9.784460431654676
23053,RECYCLED ACAPULCO MAT PINK,3254.32,364,164,105,9.819390243902438
23054,RECYCLED ACAPULCO MAT LAVENDER,2604.93,295,130,81,9.533076923076923
23055,IVORY CHANDELIER T-LIGHT HOLDER,1395.18,657,38,33,5.62125
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2898.12,963,39,33,6.1842500000000005
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,1768.67,773,45,38,4.781555555555556
23058,CHRISTMAS HANGING SNOWFLAKE,430.86,490,48,39,1.2252083333333335
23060,HEART BEADED TRELLIS DECORATION,528.1700000000001,249,42,34,2.2197727272727272
23061,VINTAGE EMBOSSED HEART,1332.68,1015,117,76,1.5377777777777777
23064,CINDERELLA CHANDELIER,3717.56,221,23,20,45.48739130434783
23065,LARGE DECO JEWELLERY STAND,3427.44,273,99,81,12.976161616161617
23066,SMALL DECO JEWELLERY STAND,2137.81,259,85,69,8.921294117647058
23067,HANGING ENGRAVED METAL HEART,1236.66,294,78,63,4.351951219512196
23068,ALUMINIUM STAMPED HEART,1966.93,809,136,106,2.5855072463768116
23069,EDWARDIAN PHOTO FRAME,556.21,88,32,27,6.4440625
23070,EDWARDIAN HEART PHOTO FRAME,709.5400000000001,160,44,29,5.090909090909091
23071,MARIE ANTOIENETT TRINKET BOX GOLD,1205.1,315,19,16,10.5325
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1273.76,334,30,21,13.725333333333333
23073,GEORGIAN TRINKET BOX,1706.5,143,61,49,12.411475409836067
23074,EMBOSSED HEART TRINKET BOX,547.27,246,48,32,2.623125
23075,DOUBLE CERAMIC PARLOUR HOOK,1960.3,472,80,61,4.248500000000001
23076,ICE CREAM SUNDAE LIP GLOSS,9935.76,8076,277,202,1.35028880866426
23077,DOUGHNUT LIP GLOSS,13695.77,10395,344,217,1.345436046511628
23078,ICE CREAM PEN LIP GLOSS,8553.34,6831,257,159,1.4267315175097277
23079,TOADSTOOL BEDSIDE LIGHT,2225.45,251,106,83,8.936915887850466
23080,RED METAL BOX TOP SECRET,9117.62,1074,257,148,9.339272030651342
23081,GREEN METAL BOX ARMY SUPPLIES,4038.25,483,139,80,9.407194244604316
23082,SET 6 PAPER TABLE LANTERN HEARTS,8558.76,2328,297,205,4.093564356435643
23083,SET 6 PAPER TABLE LANTERN STARS,7250.900000000001,1932,246,161,4.236586345381526
23084,RABBIT NIGHT LIGHT,66870.03,30739,994,450,2.386401179941003
23085,ANTIQUE SILVER BAUBLE LAMP,3583.23,376,78,64,10.834999999999999
23086,ZINC  STAR T-LIGHT HOLDER,1451.43,1225,47,31,1.5197872340425533
23087,ZINC  HEART T-LIGHT HOLDER,1090.66,868,69,43,1.5915942028985506
23088,ZINC HEART FLOWER T-LIGHT HOLDER,1033.28,795,79,52,1.627594936708861
23089,GLASS BON BON JAR,4215.78,2354,225,101,2.380175438596491
23090,VINTAGE GLASS T-LIGHT HOLDER,1870.0300000000002,2237,149,96,0.9790131578947369
23091,ZINC HERB GARDEN CONTAINER,3656.32,580,209,160,6.728142857142857
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3757.78,523,135,96,8.100962962962964
23093,SMALL PARISIENNE HEART PHOTO FRAME,2239.2400000000002,939,142,105,2.7882394366197185
23094,LE GRAND TRAY CHIC SET,1924.92,152,79,65,12.815443037974683
23096,PETIT TRAY CHIC,1736.69,1033,146,89,2.027808219178082
23099,FRENCH CARRIAGE LANTERN,925.35,137,58,46,7.039152542372881
23100,SILVER BELLS TABLE DECORATION,2739.38,2166,257,180,1.426235741444867
23101,SILVER STARS TABLE DECORATION,1739.63,2031,213,175,0.9744859813084111
23102,SILVER HEARTS TABLE DECORATION,1075.03,1274,157,128,0.970754716981132
23103,BELL HEART DECORATION,6846.16,4072,365,231,1.8441489361702128
23104,IVORY PANTRY HANGING LAMP,1405.42,118,46,38,12.859130434782609
23106,ZINC HEARTS PLANT POT HOLDER,815.59,291,53,49,2.9428301886792454
23107,WHITE WIRE PLANT POT HOLDER,1009.51,359,73,60,3.2009589041095894
23108,SET OF 10 LED DOLLY LIGHTS,13290.52,2219,372,271,6.469919571045577
23109,LED TEA LIGHTS,6835.0199999999995,2386,268,178,3.264963235294118
23110,PARISIENNE KEY CABINET,4147.18,700,255,157,6.66234375
23111,PARISIENNE SEWING BOX,3839.2400000000002,312,138,80,13.468920863309354
23112,PARISIENNE CURIO CABINET,4507.08,546,241,134,9.16721991701245
23113,PANTRY CHOPPING BOARD,5868.5,1154,57,39,6.361754385964912
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,45,40,5.451333333333333
23115,RED APPLES CHOPPING BOARD,770.32,152,45,38,5.8406666666666665
23116,VEGETABLE GARDEN CHOPPING BOARD,382.44,76,22,17,6.240909090909091
23117,POPPY FIELDS CHOPPING BOARD,501.23,93,45,39,5.598888888888888
23118,PARISIENNE JEWELLERY DRAWER,6102.18,813,258,154,8.39046511627907
23119,PACK OF 6 LARGE FRUIT STRAWS,1401.7,2282,151,97,0.7791390728476821
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,69,0.46819047619047616
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1000.44,2501,111,81,0.5528448275862069
23122,PARTY CHARMS 50 PIECES,1726.09,2251,133,89,1.0386029411764706
23123,COCKTAIL SWORDS 50 PIECES,759.57,935,95,64,1.014421052631579
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,23,1.751627906976744
23125,6PC WOOD PLATE SET DISPOSABLE,574.88,459,38,15,1.9131578947368422
23126,DOLLCRAFT GIRL AMELIE KIT,5532.04,1109,291,198,5.375153583617748
23127,DOLLCRAFT GIRL NICOLE,3759.0,736,194,146,5.259591836734694
23128,FELTCRAFT BOY JEAN-PAUL KIT,2258.66,448,139,112,5.266906474820144
23129,HEART SHAPED HOLLY WREATH,3999.5,950,172,138,4.576279069767442
23130,MISTLETOE HEART WREATH GREEN,3988.98,962,184,139,4.519456521739131
23131,MISTLETOE HEART WREATH CREAM,3835.98,942,115,91,4.2041379310344835
23132,SMALL IVORY HEART WALL ORGANISER,5138.6,1020,152,115,6.2221710526315785
23133,LARGE IVORY HEART WALL ORGANISER,5525.4,782,155,94,9.162451612903226
23134,LARGE ZINC HEART WALL ORGANISER,6431.110000000001,1065,38,29,7.9068421052631574
23135,SMALL ZINC HEART WALL ORGANISER,5416.18,1541,45,31,5.675777777777777
23136,IVORY WIRE SWEETHEART LETTER TRAY,511.89,135,49,39,4.034081632653061
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,83,23,18,3.9765217391304346
23138,SINGLE WIRE HOOK IVORY HEART,1231.51,879,82,60,1.5985714285714285
23139,SINGLE WIRE HOOK PINK HEART,528.6999999999999,414,27,20,1.6128571428571428
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,52,29,4.535769230769231
23141,TRIPLE WIRE HOOK PINK HEART,272.91,79,25,18,4.2404
23142,IVORY WIRE KITCHEN ORGANISER,1220.8200000000002,121,40,34,11.11675
23143,ZINC WIRE KITCHEN ORGANISER,239.97,30,16,12,9.929375
23144,ZINC T-LIGHT HOLDER STARS SMALL,4197.83,5089,274,180,0.9436727272727272
23145,ZINC T-LIGHT HOLDER STAR LARGE,1979.48,2084,169,128,1.0791764705882354
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2645.2599999999998,798,227,151,3.5144155844155844
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2752.2,1868,261,170,1.5256226415094338
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1816.3100000000002,2139,247,143,0.9133858267716536
23149,ANTIQUE IVORY WIRE BOWL SMALL,251.45,99,21,17,2.7252380952380952
23150,IVORY SWEETHEART SOAP DISH,390.75,148,49,33,2.9436734693877553
23151,ZINC SWEETHEART SOAP DISH,114.33000000000001,61,21,18,2.2395238095238095
23152,IVORY SWEETHEART WIRE LETTER RACK,2080.65,554,159,108,3.9519374999999997
23153,ZINC SWEETHEART WIRE LETTER RACK,1020.69,263,90,67,4.236666666666666
23154,SET OF 4 JAM JAR MAGNETS,5842.88,2701,235,141,2.2075000000000005
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1904.7700000000002,2221,135,84,1.472074074074074
23156,SET OF 5 MINI GROCERY MAGNETS,3423.29,1665,205,117,2.261497584541063
23157,SET OF 6 NATIVITY MAGNETS,5143.06,2557,163,111,2.361597633136095
23158,SET OF 5 LUCKY CAT MAGNETS,5513.83,2633,255,96,2.674823529411765
23159,SET OF 5 PANCAKE DAY MAGNETS,4713.52,2293,223,121,2.3199107142857143
23160,REGENCY TEA SPOON,1794.48,1450,76,50,1.4881578947368421
23161,REGENCY CAKE FORK,2145.3,1715,98,58,1.593061224489796
23162,REGENCY TEA STRAINER,5143.6900000000005,1412,176,96,4.422272727272728
23163,REGENCY SUGAR TONGS,4515.22,1832,209,95,3.329234449760766
23164,REGENCY CAKE SLICE,2718.65,578,92,70,5.579673913043479
23165,LARGE CERAMIC TOP STORAGE JAR,5141.0599999999995,3114,280,167,1.9777738515901062
23166,MEDIUM CERAMIC TOP STORAGE JAR,81700.92000000001,78033,247,138,1.46848
23167,SMALL CERAMIC TOP STORAGE JAR,4476.01,5847,231,129,1.0025210084033613
23168,CLASSIC SUGAR DISPENSER,4558.67,3291,337,140,1.777485380116959
23169,CLASSIC GLASS SWEET JAR,6662.84,1556,314,203,4.724095238095239
23170,REGENCY TEA PLATE ROSES,11097.25,6857,445,224,2.075707865168539
23171,REGENCY TEA PLATE GREEN,10051.99,6247,381,195,2.128433420365535
23172,REGENCY TEA PLATE PINK,6344.41,3861,305,160,2.06783606557377
23173,REGENCY TEAPOT ROSES,24879.13,2766,416,248,11.119714964370546
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,322,190,4.795123456790124
23175,REGENCY MILK JUG PINK,9587.15,3160,329,206,3.8787915407854987
23176,ABC TREASURE BOOK BOX,4693.08,2165,226,159,2.663215859030837
23177,TREASURE ISLAND BOOK BOX,5521.29,2532,267,174,2.702074074074074
23178,JAM CLOCK MAGNET,936.89,327,68,50,3.360294117647059
23179,CLOCK MAGNET MUM'S KITCHEN,930.48,324,53,36,3.5243396226415094
23180,MUM'S KITCHEN CLOCK,621.09,122,49,29,5.939387755102041
23181,BULL DOG BOTTLE TOP WALL CLOCK,1733.57,201,82,60,9.421463414634145
23182,TOILET SIGN OCCUPIED OR VACANT,3688.21,3741,433,140,1.5304347826086955
23183,MOTHER'S KITCHEN SPOON REST,967.17,226,84,45,4.879411764705883
23184,BULL DOG BOTTLE OPENER,4764.5,874,264,129,6.4533082706766915
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30,27,0.3516129032258064
23186,FRENCH STYLE STORAGE JAR CAFE,819.4599999999999,1982,70,57,0.3409859154929577
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,0.3154666666666667
23188,VINTAGE  2 METER FOLDING RULER,6447.7699999999995,3471,333,207,1.934985163204748
23189,SET OF 12 FORK CANDLES,3507.5099999999998,1249,141,89,3.3956338028169015
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2761.9,1702,202,145,1.7966009852216749
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3628.89,2201,281,182,1.8722996515679444
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,6114.24,3516,345,224,1.7743304843304841
23193,BUFFALO BILL TREASURE BOOK BOX,4079.28,1922,175,109,2.730571428571429
23194,GYMKHANNA TREASURE BOOK BOX,4077.37,1835,214,142,2.71331797235023
23196,RETRO LEAVES MAGNETIC NOTEPAD,2842.24,1872,298,170,1.7964473684210527
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2303.5,1478,249,116,1.95224
23198,PANTRY MAGNETIC  SHOPPING LIST,5062.599999999999,3342,475,259,1.7995876288659793
23199,JUMBO BAG APPLES,30450.690000000002,14908,978,344,2.5699290060851925
23200,JUMBO BAG PEARS,14188.960000000001,7067,595,262,2.4302508361204014
23201,JUMBO BAG ALPHABET,27850.83,13366,906,396,2.3900109769484086
23202,JUMBO BAG VINTAGE LEAF,21810.43,10941,879,377,2.2962302483069976
23203,JUMBO BAG DOILEY PATTERNS,42030.340000000004,20485,1231,505,2.275764895330113
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,583,199,1.1219453924914675
23205,CHARLOTTE BAG VINTAGE ALPHABET,5726.38,5857,467,201,1.1491063829787236
23206,LUNCH BAG APPLE DESIGN,20852.58,12147,1036,401,2.0589553656220323
23207,LUNCH BAG ALPHABET DESIGN,13325.55,7830,740,377,1.9909656084656082
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,668,305,1.9362038404726736
23209,LUNCH BAG DOILEY PATTERN,21418.82,13170,1098,469,1.8247576301615798
23210,WHITE ROCKING HORSE HAND PAINTED,3551.53,2849,192,115,1.4668316831683168
23211,RED ROCKING HORSE HAND PAINTED,2930.57,2329,160,82,1.5651851851851852
23212,HEART WREATH DECORATION WITH BELL,2860.89,2296,186,104,1.4950261780104712
23213,STAR WREATH DECORATION WITH BELL,2138.42,1682,152,95,1.4865806451612902
23214,JINGLE BELL HEART ANTIQUE GOLD,1695.04,789,103,79,2.3925961538461538
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.400000000001,3564,210,162,2.2615962441314554
23216,LAUREL HEART ANTIQUE GOLD,630.73,525,44,32,1.446888888888889
23217,LAUREL HEART ANTIQUE SILVER,1613.82,1309,97,64,1.5415151515151517
23218,LAUREL STAR ANTIQUE GOLD,483.03,379,40,27,1.57225
23219,LAUREL STAR ANTIQUE SILVER,568.6,430,61,41,1.52765625
23220,REINDEER HEART DECORATION GOLD,869.1500000000001,993,103,55,1.0827884615384615
23221,REINDEER HEART DECORATION SILVER,1363.04,1536,145,85,1.0762416107382549
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,75,49,1.0467532467532468
23223,CHRISTMAS TREE HANGING SILVER,750.19,801,88,51,1.089438202247191
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,44,1.0394366197183098
23225,CHERUB HEART DECORATION SILVER,1176.17,1355,88,46,1.0939772727272727
23226,FILIGREE HEART DAISY WHITE,1596.67,1247,98,56,1.5736363636363635
23227,FILIGREE HEART BUTTERFLY WHITE,2070.06,1642,117,61,1.5737606837606837
23228,FILIGREE HEART BIRD WHITE,1960.0,1492,125,58,1.7907142857142857
23229,VINTAGE DONKEY TAIL GAME,6739.71,1869,256,186,4.2430078125
23230,WRAP ALPHABET DESIGN,3217.92,7976,235,178,0.41736170212765955
23231,WRAP DOILEY DESIGN,3008.34,7277,260,190,0.41907692307692307
23232,WRAP VINTAGE PETALS  DESIGN,3436.92,8526,238,188,0.417489539748954
23233,WRAP POPPIES  DESIGN,2105.5,5175,158,130,0.41861635220125787
23234,BISCUIT TIN VINTAGE CHRISTMAS,5079.78,1722,277,201,3.3792086330935254
23235,STORAGE TIN VINTAGE LEAF,1950.66,736,105,88,2.9825714285714287
23236,DOILEY STORAGE TIN,7059.97,2493,327,203,3.2796969696969698
23237,SET OF 4 KNICK KNACK TINS LEAVES,4274.39,1053,177,131,4.251129943502825
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.61,1849,274,150,4.752158273381295
23239,SET OF 4 KNICK KNACK TINS POPPIES,3353.84,842,178,125,4.393646408839779
23240,SET OF 4 KNICK KNACK TINS DOILEY,17000.17,4177,536,323,4.445494505494506
23241,TREASURE TIN GYMKHANA DESIGN,4669.55,2165,363,183,2.4851092896174864
23242,TREASURE TIN BUFFALO BILL,3024.63,1470,214,132,2.2825345622119815
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,23489.42,4800,470,275,5.866072186836518
23244,ROUND STORAGE TIN VINTAGE LEAF,1733.9799999999998,936,112,87,2.089642857142857
23245,SET OF 3 REGENCY CAKE TINS,31118.550000000003,6345,873,472,5.883424657534246
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194,309,231,3.2880906148867313
23249,VINTAGE RED ENAMEL TRIM PLATE,1426.1000000000001,842,81,57,1.8880246913580248
23250,VINTAGE RED TRIM ENAMEL BOWL,1531.03,1179,110,64,1.4680909090909091
23251,VINTAGE RED ENAMEL TRIM MUG,2105.75,1712,120,80,1.4126666666666667
23252,VINTAGE RED ENAMEL TRIM JUG,2261.61,603,138,104,4.0390579710144925
